-16,-15,-14.5,-14,-13.5,-13,-12.5,-12,-11,-9,-7,-6,-5,-3,0,3,6
0.8082723041,0.8339903245,0.8392563036,0.8392643036,0.8391883037,0.8390223039,0.8387303041,0.8384063044,0.837784305,0.8366323068,0.8329763098,0.8309783114,0.8281023148,0.8182463225,0.7676864055,0.6593087205,0.6584007237
0.8022793845,0.8284993452,0.8335953851,0.8337073857,0.833719386,0.8337153861,0.8333633855,0.8332073851,0.8326153839,0.8318233816,0.8280713756,0.8263753721,0.8236513658,0.8146513525,0.7663751873,0.6592505585,0.6584385522
